"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02741V03309","Sub Sector","UNIT","VALUE"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","02","Defence","Euro","832.76"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","03","Garda Siochana","Euro","1345.96"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","04","Education","Euro","887.97"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","05","Regional bodies","Euro","789.8"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","06","Health","Euro","867.71"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","07","Semi-State companies","Euro","962.57"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","09","Commercial Semi-State companies","Euro","955.87"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","10","Non commercial Semi-State companies","Euro","987.83"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","-","Total Public Sector including Semi State bodies","Euro","892.96"
"EHQ10C02","Average Weekly Earnings","20112","2011Q2","08","Total Public Sector excluding Semi State bodies","Euro","882.98"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","01","Civil service","Euro","913.42"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","02","Defence","Euro","860.67"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","03","Garda Siochana","Euro","1169.06"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","04","Education","Euro","953.96"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","05","Regional bodies","Euro","800.1"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","06","Health","Euro","865.31"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","07","Semi-State companies","Euro","994.75"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","09","Commercial Semi-State companies","Euro","995.88"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","10","Non commercial Semi-State companies","Euro","990.7"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","-","Total Public Sector including Semi State bodies","Euro","916.64"
"EHQ10C02","Average Weekly Earnings","20113","2011Q3","08","Total Public Sector excluding Semi State bodies","Euro","905.13"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","01","Civil service","Euro","946.82"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","02","Defence","Euro","852.54"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","03","Garda Siochana","Euro","1124.28"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","04","Education","Euro","943.61"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","05","Regional bodies","Euro","815.08"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","06","Health","Euro","872.46"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","07","Semi-State companies","Euro","989.09"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","09","Commercial Semi-State companies","Euro","997.51"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","10","Non commercial Semi-State companies","Euro","961.25"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","-","Total Public Sector including Semi State bodies","Euro","918.42"
"EHQ10C02","Average Weekly Earnings","20114","2011Q4","08","Total Public Sector excluding Semi State bodies","Euro","908.38"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","01","Civil service","Euro","935.24"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","02","Defence","Euro","844.68"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","03","Garda Siochana","Euro","1218.26"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","04","Education","Euro","917.9"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","05","Regional bodies","Euro","822.18"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","06","Health","Euro","883.15"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","07","Semi-State companies","Euro","979.5"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","09","Commercial Semi-State companies","Euro","959.26"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","10","Non commercial Semi-State companies","Euro","1048.91"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","-","Total Public Sector including Semi State bodies","Euro","916.65"
"EHQ10C02","Average Weekly Earnings","20121","2012Q1","08","Total Public Sector excluding Semi State bodies","Euro","907.65"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","01","Civil service","Euro","932.34"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","02","Defence","Euro","850.05"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","03","Garda Siochana","Euro","1209.68"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","04","Education","Euro","911.09"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","05","Regional bodies","Euro","808.73"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","06","Health","Euro","880.47"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","07","Semi-State companies","Euro","1003.06"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","09","Commercial Semi-State companies","Euro","997.37"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","10","Non commercial Semi-State companies","Euro","1022.48"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","-","Total Public Sector including Semi State bodies","Euro","914.91"
"EHQ10C02","Average Weekly Earnings","20122","2012Q2","08","Total Public Sector excluding Semi State bodies","Euro","902.06"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","01","Civil service","Euro","914.19"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","02","Defence","Euro","854.13"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","03","Garda Siochana","Euro","1152.13"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","04","Education","Euro","985.28"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","05","Regional bodies","Euro","796.15"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","06","Health","Euro","870.03"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","07","Semi-State companies","Euro","988.39"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","09","Commercial Semi-State companies","Euro","976.07"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","10","Non commercial Semi-State companies","Euro","1031.16"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","-","Total Public Sector including Semi State bodies","Euro","924.24"
"EHQ10C02","Average Weekly Earnings","20123","2012Q3","08","Total Public Sector excluding Semi State bodies","Euro","915.03"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","01","Civil service","Euro","932.44"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","02","Defence","Euro","844.84"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","03","Garda Siochana","Euro","1142.17"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","04","Education","Euro","937.37"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","05","Regional bodies","Euro","831.23"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","06","Health","Euro","877.64"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","07","Semi-State companies","Euro","980.92"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","09","Commercial Semi-State companies","Euro","965.96"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","10","Non commercial Semi-State companies","Euro","1030.15"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","-","Total Public Sector including Semi State bodies","Euro","918.1"
"EHQ10C02","Average Weekly Earnings","20124","2012Q4","08","Total Public Sector excluding Semi State bodies","Euro","909.07"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","01","Civil service","Euro","936.86"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","02","Defence","Euro","825.97"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","03","Garda Siochana","Euro","1245.62"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","04","Education","Euro","917.21"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","05","Regional bodies","Euro","829.31"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","06","Health","Euro","874.48"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","07","Semi-State companies","Euro","966.51"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","09","Commercial Semi-State companies","Euro","951"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","10","Non commercial Semi-State companies","Euro","1020.27"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","-","Total Public Sector including Semi State bodies","Euro","914.02"
"EHQ10C02","Average Weekly Earnings","20131","2013Q1","08","Total Public Sector excluding Semi State bodies","Euro","906.26"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","01","Civil service","Euro","943.45"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","02","Defence","Euro","837.73"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","03","Garda Siochana","Euro","1237.87"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","04","Education","Euro","914.5"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","05","Regional bodies","Euro","818.33"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","06","Health","Euro","897.68"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","07","Semi-State companies","Euro","1018.19"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","09","Commercial Semi-State companies","Euro","1010.66"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","10","Non commercial Semi-State companies","Euro","1044.67"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","-","Total Public Sector including Semi State bodies","Euro","926.59"
"EHQ10C02","Average Weekly Earnings","20132","2013Q2","08","Total Public Sector excluding Semi State bodies","Euro","913.46"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","01","Civil service","Euro","904.11"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","02","Defence","Euro","831.29"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","03","Garda Siochana","Euro","1189.64"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","04","Education","Euro","964.94"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","05","Regional bodies","Euro","797.08"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","06","Health","Euro","854.48"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","07","Semi-State companies","Euro","982.9"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","09","Commercial Semi-State companies","Euro","979.5"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","10","Non commercial Semi-State companies","Euro","995.61"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","-","Total Public Sector including Semi State bodies","Euro","913.66"
"EHQ10C02","Average Weekly Earnings","20133","2013Q3","08","Total Public Sector excluding Semi State bodies","Euro","903.31"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","01","Civil service","Euro","924.16"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","02","Defence","Euro","895.83"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","03","Garda Siochana","Euro","1131.97"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","04","Education","Euro","920.81"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","05","Regional bodies","Euro","830.64"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","06","Health","Euro","851.99"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","07","Semi-State companies","Euro","989.46"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","09","Commercial Semi-State companies","Euro","981.36"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","10","Non commercial Semi-State companies","Euro","1018.1"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","-","Total Public Sector including Semi State bodies","Euro","907.23"
"EHQ10C02","Average Weekly Earnings","20134","2013Q4","08","Total Public Sector excluding Semi State bodies","Euro","894.97"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","01","Civil service","Euro","925.06"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","02","Defence","Euro","805.43"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","03","Garda Siochana","Euro","1227.64"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","04","Education","Euro","906.01"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","05","Regional bodies","Euro","809.17"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","06","Health","Euro","851.64"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","07","Semi-State companies","Euro","983.34"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","09","Commercial Semi-State companies","Euro","986.66"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","10","Non commercial Semi-State companies","Euro","974.37"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","-","Total Public Sector including Semi State bodies","Euro","901.91"
"EHQ10C02","Average Weekly Earnings","20141","2014Q1","08","Total Public Sector excluding Semi State bodies","Euro","889.19"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","01","Civil service","Euro","928.23"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","02","Defence","Euro","812.16"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","03","Garda Siochana","Euro","1236.09"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","04","Education","Euro","913.69"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","05","Regional bodies","Euro","815.75"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","06","Health","Euro","869.78"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","07","Semi-State companies","Euro","1022.23"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","09","Commercial Semi-State companies","Euro","1047.1"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","10","Non commercial Semi-State companies","Euro","958.85"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","-","Total Public Sector including Semi State bodies","Euro","917.19"
"EHQ10C02","Average Weekly Earnings","20142","2014Q2","08","Total Public Sector excluding Semi State bodies","Euro","900.09"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","01","Civil service","Euro","904.35"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","02","Defence","Euro","810.4"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","03","Garda Siochana","Euro","1182.92"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","04","Education","Euro","923.13"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","05","Regional bodies","Euro","819.51"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","06","Health","Euro","858.36"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","07","Semi-State companies","Euro","964.11"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","09","Commercial Semi-State companies","Euro","970.8"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","10","Non commercial Semi-State companies","Euro","946.98"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","-","Total Public Sector including Semi State bodies","Euro","903.6"
"EHQ10C02","Average Weekly Earnings","20143","2014Q3","08","Total Public Sector excluding Semi State bodies","Euro","893.79"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","01","Civil service","Euro","927.65"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","02","Defence","Euro","832.44"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","03","Garda Siochana","Euro","1142.02"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","04","Education","Euro","913.74"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","05","Regional bodies","Euro","832.04"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","06","Health","Euro","869.82"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","07","Semi-State companies","Euro","974.28"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","09","Commercial Semi-State companies","Euro","979.49"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","10","Non commercial Semi-State companies","Euro","960.68"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","-","Total Public Sector including Semi State bodies","Euro","909.11"
"EHQ10C02","Average Weekly Earnings","20144","2014Q4","08","Total Public Sector excluding Semi State bodies","Euro","898.62"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","01","Civil service","Euro","922.23"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","02","Defence","Euro","807.82"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","03","Garda Siochana","Euro","1235.67"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","04","Education","Euro","901.74"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","05","Regional bodies","Euro","827.25"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","06","Health","Euro","858.23"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","07","Semi-State companies","Euro","973.69"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","09","Commercial Semi-State companies","Euro","974.31"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","10","Non commercial Semi-State companies","Euro","972.06"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","-","Total Public Sector including Semi State bodies","Euro","903.96"
"EHQ10C02","Average Weekly Earnings","20151","2015Q1","08","Total Public Sector excluding Semi State bodies","Euro","892.67"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","01","Civil service","Euro","926.36"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","02","Defence","Euro","811.23"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","03","Garda Siochana","Euro","1245.3"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","04","Education","Euro","912.23"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","05","Regional bodies","Euro","837.58"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","06","Health","Euro","868.48"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","07","Semi-State companies","Euro","995.65"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","09","Commercial Semi-State companies","Euro","1006.62"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","10","Non commercial Semi-State companies","Euro","968.67"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","-","Total Public Sector including Semi State bodies","Euro","914.6"
"EHQ10C02","Average Weekly Earnings","20152","2015Q2","08","Total Public Sector excluding Semi State bodies","Euro","901.82"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","01","Civil service","Euro","898.61"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","02","Defence","Euro","814.14"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","03","Garda Siochana","Euro","1191.01"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","04","Education","Euro","925.14"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","05","Regional bodies","Euro","814.13"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","06","Health","Euro","853.06"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","07","Semi-State companies","Euro","987.27"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","09","Commercial Semi-State companies","Euro","991.49"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","10","Non commercial Semi-State companies","Euro","976.16"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","-","Total Public Sector including Semi State bodies","Euro","905.12"
"EHQ10C02","Average Weekly Earnings","20153","2015Q3","08","Total Public Sector excluding Semi State bodies","Euro","891.61"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","01","Civil service","Euro","926.8"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","02","Defence","Euro","807.19"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","03","Garda Siochana","Euro","1229.13"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","04","Education","Euro","932.24"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","05","Regional bodies","Euro","834.89"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","06","Health","Euro","893.84"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","07","Semi-State companies","Euro","984.31"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","09","Commercial Semi-State companies","Euro","996.65"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","10","Non commercial Semi-State companies","Euro","952.07"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","-","Total Public Sector including Semi State bodies","Euro","925.78"
"EHQ10C02","Average Weekly Earnings","20154","2015Q4","08","Total Public Sector excluding Semi State bodies","Euro","916.51"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","01","Civil service","Euro","828.68"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","02","Defence","Euro","811.03"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","03","Garda Siochana","Euro","1206.15"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","04","Education","Euro","899.41"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","05","Regional bodies","Euro","844.57"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","06","Health","Euro","866.31"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","07","Semi-State companies","Euro","1011.4"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","09","Commercial Semi-State companies","Euro","1017.76"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","10","Non commercial Semi-State companies","Euro","992.53"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","-","Total Public Sector including Semi State bodies","Euro","899.97"
"EHQ10C02","Average Weekly Earnings","20161","2016Q1","08","Total Public Sector excluding Semi State bodies","Euro","882.36"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","01","Civil service","Euro","843.31"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","02","Defence","Euro","800.26"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","03","Garda Siochana","Euro","1304.11"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","04","Education","Euro","903.69"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","05","Regional bodies","Euro","816"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","06","Health","Euro","873.01"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","07","Semi-State companies","Euro","1017.46"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","09","Commercial Semi-State companies","Euro","1035.86"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","10","Non commercial Semi-State companies","Euro","966.04"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","-","Total Public Sector including Semi State bodies","Euro","905.58"
"EHQ10C02","Average Weekly Earnings","20162","2016Q2","08","Total Public Sector excluding Semi State bodies","Euro","888.87"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","01","Civil service","Euro","889.56"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","02","Defence","Euro","807.84"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","03","Garda Siochana","Euro","1251.09"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","04","Education","Euro","931.3"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","05","Regional bodies","Euro","828.93"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","06","Health","Euro","870.33"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","07","Semi-State companies","Euro","999.82"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","09","Commercial Semi-State companies","Euro","1016.14"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","10","Non commercial Semi-State companies","Euro","952.74"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","-","Total Public Sector including Semi State bodies","Euro","916.2"
"EHQ10C02","Average Weekly Earnings","20163","2016Q3","08","Total Public Sector excluding Semi State bodies","Euro","903"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","01","Civil service","Euro","907.82"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","02","Defence","Euro","808.95"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","03","Garda Siochana","Euro","1218.56"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","04","Education","Euro","927.13"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","05","Regional bodies","Euro","830.84"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","06","Health","Euro","868.42"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","07","Semi-State companies","Euro","1018.8"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","09","Commercial Semi-State companies","Euro","1035.52"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","10","Non commercial Semi-State companies","Euro","972.33"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","-","Total Public Sector including Semi State bodies","Euro","918.1"
"EHQ10C02","Average Weekly Earnings","20164","2016Q4","08","Total Public Sector excluding Semi State bodies","Euro","902.45"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","01","Civil service","Euro","906.08"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","02","Defence","Euro","812.35"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","03","Garda Siochana","Euro","1243.92"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","04","Education","Euro","912.57"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","05","Regional bodies","Euro","823.97"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","06","Health","Euro","873.74"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","07","Semi-State companies","Euro","1016.5"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","09","Commercial Semi-State companies","Euro","1036.22"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","10","Non commercial Semi-State companies","Euro","959.42"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","-","Total Public Sector including Semi State bodies","Euro","916.05"
"EHQ10C02","Average Weekly Earnings","20171","2017Q1","08","Total Public Sector excluding Semi State bodies","Euro","900.15"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","01","Civil service","Euro","929.54"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","02","Defence","Euro","814.37"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","03","Garda Siochana","Euro","1368.04"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","04","Education","Euro","927.33"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","05","Regional bodies","Euro","826.48"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","06","Health","Euro","894.61"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","07","Semi-State companies","Euro","1028.07"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","09","Commercial Semi-State companies","Euro","1042.1"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","10","Non commercial Semi-State companies","Euro","990.91"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","-","Total Public Sector including Semi State bodies","Euro","936.29"
"EHQ10C02","Average Weekly Earnings","20172","2017Q2","08","Total Public Sector excluding Semi State bodies","Euro","921.8"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","01","Civil service","Euro","900.7"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","02","Defence","Euro","900.01"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","03","Garda Siochana","Euro","1322.32"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","04","Education","Euro","966.69"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","05","Regional bodies","Euro","818.12"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","06","Health","Euro","888.91"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","07","Semi-State companies","Euro","1017.42"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","09","Commercial Semi-State companies","Euro","1032.08"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","10","Non commercial Semi-State companies","Euro","976.62"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","-","Total Public Sector including Semi State bodies","Euro","940.83"
